file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_1963.jpeg,train,0,0.0015,0.2181,0.7665,0.0548
data_clean\train\def_front\cast_def_0_1965.jpeg,train,0,0.9991,0.2947,0.1086,0.6248
data_clean\train\def_front\cast_def_0_1966.jpeg,train,0,0.0044,0.2018,0.7356,0.1621
data_clean\train\def_front\cast_def_0_197.jpeg,train,0,0.9999,0.3959,0.3599,0.3841
data_clean\train\def_front\cast_def_0_1972.jpeg,train,1,0.9997,0.7272,0.9364,0.8234
data_clean\train\def_front\cast_def_0_1976.jpeg,train,0,0.9997,0.1088,0.0046,0.9283
data_clean\train\def_front\cast_def_0_1981.jpeg,train,0,0.0008,0.1106,0.7080,0.0574
data_clean\train\def_front\cast_def_0_1984.jpeg,train,0,0.0002,0.0145,0.4805,0.1911
data_clean\train\def_front\cast_def_0_1985.jpeg,train,0,0.7669,0.0596,0.3363,0.6937
data_clean\train\def_front\cast_def_0_1986.jpeg,train,0,0.0024,0.0114,0.0213,0.9107
data_clean\train\def_front\cast_def_0_1987.jpeg,train,0,1.0000,0.2877,0.2780,0.4638
data_clean\train\def_front\cast_def_0_1988.jpeg,train,0,0.0009,0.0001,0.1460,0.8896
data_clean\train\def_front\cast_def_0_1990.jpeg,train,0,0.0008,0.9996,0.0001,0.0242
data_clean\train\def_front\cast_def_0_1994.jpeg,train,0,0.9997,0.0819,0.0008,0.9743
data_clean\train\def_front\cast_def_0_1995.jpeg,train,0,0.0003,0.0087,0.7739,0.2256
data_clean\train\def_front\cast_def_0_1997.jpeg,train,0,0.0028,0.0996,0.4256,0.2638
data_clean\train\def_front\cast_def_0_1998.jpeg,train,0,0.0006,0.0998,0.9123,0.1058
data_clean\train\def_front\cast_def_0_1999.jpeg,train,0,0.0000,0.9997,0.0005,0.0055
data_clean\train\def_front\cast_def_0_2.jpeg,train,0,0.0023,0.0112,0.0166,0.9466
data_clean\train\def_front\cast_def_0_200.jpeg,train,0,0.0108,0.0738,0.9237,0.1392
data_clean\train\def_front\cast_def_0_2000.jpeg,train,0,0.9998,0.1666,0.0540,0.5867
data_clean\train\def_front\cast_def_0_2003.jpeg,train,0,0.9997,0.0841,0.0005,0.9905
data_clean\train\def_front\cast_def_0_2004.jpeg,train,0,0.9986,0.2960,0.0762,0.7635
data_clean\train\def_front\cast_def_0_2006.jpeg,train,0,0.0032,0.0406,0.8895,0.2264
data_clean\train\def_front\cast_def_0_2008.jpeg,train,0,0.0004,0.0611,0.9198,0.0432
data_clean\train\def_front\cast_def_0_2010.jpeg,train,0,0.0022,0.0312,0.6744,0.2225
data_clean\train\def_front\cast_def_0_2011.jpeg,train,0,0.0355,0.1071,0.3472,0.2088
data_clean\train\def_front\cast_def_0_2015.jpeg,train,0,0.0000,0.9996,0.0005,0.0090
data_clean\train\def_front\cast_def_0_2017.jpeg,train,0,0.0205,0.0286,0.0030,0.9812
data_clean\train\def_front\cast_def_0_2019.jpeg,train,0,0.0002,0.9977,0.0005,0.0613
data_clean\train\def_front\cast_def_0_2022.jpeg,train,0,0.9927,0.7732,0.8271,0.2943
data_clean\train\def_front\cast_def_0_2024.jpeg,train,0,0.0005,0.0540,0.7392,0.1288
data_clean\train\def_front\cast_def_0_203.jpeg,train,0,0.9999,0.1863,0.0887,0.6147
data_clean\train\def_front\cast_def_0_2032.jpeg,train,0,0.0002,0.0983,0.8145,0.0279
data_clean\train\def_front\cast_def_0_2033.jpeg,train,0,0.0074,0.0029,0.0127,0.9789
data_clean\train\def_front\cast_def_0_2035.jpeg,train,0,0.9992,0.1233,0.0760,0.4089
data_clean\train\def_front\cast_def_0_2036.jpeg,train,0,0.0016,0.9440,0.0002,0.4930
data_clean\train\def_front\cast_def_0_204.jpeg,train,0,0.0002,0.0694,0.9128,0.0226
data_clean\train\def_front\cast_def_0_2042.jpeg,train,0,0.0005,0.0593,0.8814,0.0447
data_clean\train\def_front\cast_def_0_2044.jpeg,train,0,0.0001,0.1698,0.8187,0.0188
data_clean\train\def_front\cast_def_0_2045.jpeg,train,0,0.0448,0.3865,0.8027,0.1663
data_clean\train\def_front\cast_def_0_2046.jpeg,train,0,0.0021,0.3192,0.8871,0.0405
data_clean\train\def_front\cast_def_0_2047.jpeg,train,0,0.0001,0.0462,0.6686,0.0970
data_clean\train\def_front\cast_def_0_2050.jpeg,train,0,0.0001,0.0304,0.7234,0.1040
data_clean\train\def_front\cast_def_0_2052.jpeg,train,0,0.0006,0.9805,0.0011,0.0863
data_clean\train\def_front\cast_def_0_2054.jpeg,train,0,0.9995,0.3116,0.2439,0.4944
data_clean\train\def_front\cast_def_0_2056.jpeg,train,0,1.0000,0.1932,0.0687,0.5793
data_clean\train\def_front\cast_def_0_2057.jpeg,train,0,0.0040,0.9850,0.0002,0.4883
data_clean\train\def_front\cast_def_0_2059.jpeg,train,0,0.0013,0.9981,0.0003,0.0547
data_clean\train\def_front\cast_def_0_2060.jpeg,train,0,0.0023,0.1406,0.9395,0.1281
data_clean\train\def_front\cast_def_0_2066.jpeg,train,0,0.0006,0.0492,0.9028,0.0465
data_clean\train\def_front\cast_def_0_207.jpeg,train,0,0.9999,0.2221,0.1718,0.4698
data_clean\train\def_front\cast_def_0_2071.jpeg,train,0,1.0000,0.2007,0.2520,0.5863
data_clean\train\def_front\cast_def_0_2072.jpeg,train,0,0.0004,0.0337,0.8087,0.0979
data_clean\train\def_front\cast_def_0_2073.jpeg,train,0,0.9968,0.0525,0.0299,0.5959
data_clean\train\def_front\cast_def_0_2074.jpeg,train,0,0.0048,0.0709,0.0045,0.9560
data_clean\train\def_front\cast_def_0_2075.jpeg,train,0,0.0011,0.0906,0.8381,0.0954
data_clean\train\def_front\cast_def_0_2076.jpeg,train,0,0.0012,0.9882,0.0009,0.0863
data_clean\train\def_front\cast_def_0_2077.jpeg,train,0,0.0101,0.0001,0.0821,0.9483
data_clean\train\def_front\cast_def_0_2081.jpeg,train,0,0.9981,0.7939,0.9613,0.8427
data_clean\train\def_front\cast_def_0_2082.jpeg,train,0,0.9983,0.2442,0.0375,0.7961
data_clean\train\def_front\cast_def_0_2089.jpeg,train,0,0.0014,0.0108,0.8898,0.1566
data_clean\train\def_front\cast_def_0_2090.jpeg,train,0,0.9988,0.6265,0.7995,0.6005
data_clean\train\def_front\cast_def_0_2091.jpeg,train,0,0.9997,0.7620,0.9554,0.8576
data_clean\train\def_front\cast_def_0_2093.jpeg,train,0,0.0060,0.0444,0.8982,0.1600
data_clean\train\def_front\cast_def_0_2099.jpeg,train,0,0.9999,0.2202,0.1181,0.8328
data_clean\train\def_front\cast_def_0_21.jpeg,train,0,0.1560,0.0309,0.0004,0.9941
data_clean\train\def_front\cast_def_0_2105.jpeg,train,0,0.9999,0.2825,0.1331,0.7521
data_clean\train\def_front\cast_def_0_2108.jpeg,train,0,0.0000,0.5992,0.9168,0.0031
data_clean\train\def_front\cast_def_0_211.jpeg,train,0,0.0098,0.0589,0.3906,0.5594
data_clean\train\def_front\cast_def_0_2113.jpeg,train,0,0.9995,0.3324,0.0060,0.8952
data_clean\train\def_front\cast_def_0_2114.jpeg,train,0,0.0009,0.0464,0.0102,0.8807
data_clean\train\def_front\cast_def_0_2116.jpeg,train,1,0.0000,0.0002,0.0032,0.0084
data_clean\train\def_front\cast_def_0_2121.jpeg,train,0,0.0012,0.0080,0.5663,0.3409
data_clean\train\def_front\cast_def_0_2122.jpeg,train,0,0.1063,0.3489,0.8415,0.1604
data_clean\train\def_front\cast_def_0_2129.jpeg,train,0,0.0003,0.0022,0.6939,0.5439
data_clean\train\def_front\cast_def_0_2132.jpeg,train,0,0.0140,0.0568,0.8221,0.3033
data_clean\train\def_front\cast_def_0_2138.jpeg,train,0,0.1562,0.4529,0.9047,0.2050
data_clean\train\def_front\cast_def_0_2139.jpeg,train,0,1.0000,0.1578,0.0776,0.7996
data_clean\train\def_front\cast_def_0_2140.jpeg,train,0,0.9999,0.2526,0.3250,0.2550
data_clean\train\def_front\cast_def_0_2141.jpeg,train,0,0.0009,0.0242,0.7225,0.2175
data_clean\train\def_front\cast_def_0_2144.jpeg,train,0,0.9963,0.6026,0.5292,0.2889
data_clean\train\def_front\cast_def_0_2145.jpeg,train,0,1.0000,0.2597,0.1083,0.5723
data_clean\train\def_front\cast_def_0_2148.jpeg,train,0,0.0027,0.3279,0.8095,0.0264
data_clean\train\def_front\cast_def_0_2149.jpeg,train,0,0.9948,0.6365,0.7429,0.2874
data_clean\train\def_front\cast_def_0_215.jpeg,train,0,0.3476,0.0430,0.0294,0.9365
data_clean\train\def_front\cast_def_0_2150.jpeg,train,0,0.0023,0.0001,0.0507,0.9551
data_clean\train\def_front\cast_def_0_2157.jpeg,train,0,0.9999,0.4626,0.4074,0.6750
data_clean\train\def_front\cast_def_0_2158.jpeg,train,1,0.0235,0.0106,0.0030,0.9754
data_clean\train\def_front\cast_def_0_2161.jpeg,train,0,0.0017,0.0141,0.6515,0.4230
data_clean\train\def_front\cast_def_0_2163.jpeg,train,0,0.9999,0.1538,0.0039,0.9031
data_clean\train\def_front\cast_def_0_2164.jpeg,train,0,0.9999,0.3987,0.4399,0.4211
data_clean\train\def_front\cast_def_0_2166.jpeg,train,0,0.9995,0.2753,0.0701,0.6164
data_clean\train\def_front\cast_def_0_2167.jpeg,train,0,0.0001,0.1289,0.6708,0.0575
data_clean\train\def_front\cast_def_0_2170.jpeg,train,0,0.6952,0.0457,0.3826,0.3770
data_clean\train\def_front\cast_def_0_2173.jpeg,train,0,0.0004,0.0079,0.9017,0.1640
data_clean\train\def_front\cast_def_0_2182.jpeg,train,0,1.0000,0.2056,0.0704,0.8327
data_clean\train\def_front\cast_def_0_2184.jpeg,train,0,0.0021,0.0408,0.8540,0.0767
data_clean\train\def_front\cast_def_0_2186.jpeg,train,0,0.0168,0.0653,0.2760,0.3392
data_clean\train\def_front\cast_def_0_2190.jpeg,train,0,0.9869,0.7277,0.8198,0.3096
data_clean\train\def_front\cast_def_0_2193.jpeg,train,0,0.0006,0.0197,0.0262,0.8909
data_clean\train\def_front\cast_def_0_2195.jpeg,train,0,0.0065,0.0064,0.0043,0.9829
data_clean\train\def_front\cast_def_0_2197.jpeg,train,0,0.0004,0.0029,0.6943,0.5654
data_clean\train\def_front\cast_def_0_2199.jpeg,train,0,0.0000,0.5581,0.7916,0.0041
data_clean\train\def_front\cast_def_0_2203.jpeg,train,0,0.0000,0.5786,0.8643,0.0051
data_clean\train\def_front\cast_def_0_2218.jpeg,train,0,0.0010,0.9975,0.0003,0.0592
data_clean\train\def_front\cast_def_0_2219.jpeg,train,0,0.0092,0.0801,0.9276,0.1078
data_clean\train\def_front\cast_def_0_2220.jpeg,train,0,0.9995,0.0835,0.0119,0.7023
data_clean\train\def_front\cast_def_0_2221.jpeg,train,0,0.9999,0.2090,0.1784,0.7168
data_clean\train\def_front\cast_def_0_2224.jpeg,train,0,0.0015,0.0276,0.6605,0.2821
data_clean\train\def_front\cast_def_0_2225.jpeg,train,0,0.0003,0.0124,0.4395,0.3778
data_clean\train\def_front\cast_def_0_2229.jpeg,train,0,0.9979,0.6509,0.6398,0.2935
data_clean\train\def_front\cast_def_0_2233.jpeg,train,0,0.0004,0.0553,0.7714,0.1816
data_clean\train\def_front\cast_def_0_2240.jpeg,train,0,1.0000,0.1518,0.0478,0.8223
data_clean\train\def_front\cast_def_0_2248.jpeg,train,0,0.0002,0.0634,0.7685,0.1002
data_clean\train\def_front\cast_def_0_2251.jpeg,train,0,1.0000,0.0404,0.0227,0.3202
data_clean\train\def_front\cast_def_0_2252.jpeg,train,0,0.0002,0.0258,0.4079,0.3959
data_clean\train\def_front\cast_def_0_2256.jpeg,train,0,0.0584,0.3920,0.8581,0.1175
data_clean\train\def_front\cast_def_0_2257.jpeg,train,0,0.0417,0.0080,0.0035,0.9932
data_clean\train\def_front\cast_def_0_2258.jpeg,train,0,0.0190,0.3489,0.9106,0.1507
data_clean\train\def_front\cast_def_0_2259.jpeg,train,0,0.0017,0.0351,0.7399,0.1565
data_clean\train\def_front\cast_def_0_2264.jpeg,train,0,0.0000,0.5889,0.9000,0.0054
data_clean\train\def_front\cast_def_0_2272.jpeg,train,1,0.9999,0.1489,0.0595,0.7758
data_clean\train\def_front\cast_def_0_2280.jpeg,train,0,0.0001,0.0844,0.0080,0.7666
data_clean\train\def_front\cast_def_0_2282.jpeg,train,1,0.0602,0.0394,0.0844,0.6496
data_clean\train\def_front\cast_def_0_2283.jpeg,train,1,0.9998,0.2169,0.0602,0.8719
data_clean\train\def_front\cast_def_0_2287.jpeg,train,0,0.0318,0.1275,0.8420,0.2608
data_clean\train\def_front\cast_def_0_2290.jpeg,train,0,0.0511,0.3730,0.7065,0.0831
data_clean\train\def_front\cast_def_0_2291.jpeg,train,1,0.0015,0.0938,0.4397,0.1283
data_clean\train\def_front\cast_def_0_2292.jpeg,train,0,0.9996,0.1289,0.0025,0.9558
data_clean\train\def_front\cast_def_0_2301.jpeg,train,0,1.0000,0.1549,0.0186,0.9069
data_clean\train\def_front\cast_def_0_2305.jpeg,train,0,0.0000,0.6077,0.8750,0.0053
data_clean\train\def_front\cast_def_0_2320.jpeg,train,0,0.0030,0.1210,0.5573,0.3455
data_clean\train\def_front\cast_def_0_2321.jpeg,train,0,0.0004,0.0581,0.7612,0.1896
data_clean\train\def_front\cast_def_0_2322.jpeg,train,0,0.0052,0.1478,0.7706,0.3736
data_clean\train\def_front\cast_def_0_2325.jpeg,train,0,0.0035,0.0812,0.5579,0.0771
data_clean\train\def_front\cast_def_0_2327.jpeg,train,0,0.0005,0.0164,0.7649,0.1607
data_clean\train\def_front\cast_def_0_2329.jpeg,train,0,0.0004,0.9996,0.0002,0.0232
data_clean\train\def_front\cast_def_0_2332.jpeg,train,0,0.0009,0.1118,0.4209,0.2513
data_clean\train\def_front\cast_def_0_2336.jpeg,train,0,0.0103,0.0266,0.9311,0.0793
data_clean\train\def_front\cast_def_0_2337.jpeg,train,1,0.9986,0.7924,0.9458,0.8395
data_clean\train\def_front\cast_def_0_2344.jpeg,train,0,0.9990,0.3303,0.0894,0.6229
data_clean\train\def_front\cast_def_0_2347.jpeg,train,0,0.0007,0.0323,0.0223,0.7778
data_clean\train\def_front\cast_def_0_2348.jpeg,train,0,0.0076,0.0260,0.5116,0.5471
data_clean\train\def_front\cast_def_0_2351.jpeg,train,0,0.9999,0.1116,0.0015,0.9682
data_clean\train\def_front\cast_def_0_2356.jpeg,train,0,0.9998,0.0928,0.0007,0.9823
data_clean\train\def_front\cast_def_0_2359.jpeg,train,0,0.0062,0.0857,0.3259,0.2340
data_clean\train\def_front\cast_def_0_2367.jpeg,train,0,0.0574,0.4001,0.8325,0.1802
data_clean\train\def_front\cast_def_0_2368.jpeg,train,0,0.0003,0.0792,0.9198,0.0567
data_clean\train\def_front\cast_def_0_2371.jpeg,train,0,0.0008,0.1237,0.9568,0.0630
data_clean\train\def_front\cast_def_0_2377.jpeg,train,0,0.0009,0.0784,0.9408,0.0340
data_clean\train\def_front\cast_def_0_2378.jpeg,train,0,0.9994,0.1835,0.0496,0.5747
data_clean\train\def_front\cast_def_0_2381.jpeg,train,0,0.0027,0.0003,0.0974,0.9190
data_clean\train\def_front\cast_def_0_2383.jpeg,train,1,0.0060,0.0155,0.7831,0.3407
data_clean\train\def_front\cast_def_0_2384.jpeg,train,0,0.0005,0.9947,0.0004,0.0741
data_clean\train\def_front\cast_def_0_2385.jpeg,train,0,0.9989,0.5115,0.5379,0.2436
data_clean\train\def_front\cast_def_0_2389.jpeg,train,0,0.0042,0.2647,0.9399,0.0299
data_clean\train\def_front\cast_def_0_2390.jpeg,train,0,0.9998,0.0972,0.0008,0.9819
data_clean\train\def_front\cast_def_0_2391.jpeg,train,0,0.0005,0.0497,0.8678,0.0457
data_clean\train\def_front\cast_def_0_24.jpeg,train,0,0.0001,0.9989,0.0003,0.0376
data_clean\train\def_front\cast_def_0_2400.jpeg,train,1,0.0466,0.0411,0.2028,0.4592
data_clean\train\def_front\cast_def_0_2401.jpeg,train,1,0.0051,0.0726,0.9561,0.1066
data_clean\train\def_front\cast_def_0_2403.jpeg,train,0,0.0007,0.0018,0.6255,0.5717
data_clean\train\def_front\cast_def_0_2404.jpeg,train,1,0.9998,0.2860,0.1406,0.7523
data_clean\train\def_front\cast_def_0_2405.jpeg,train,0,0.0731,0.1381,0.5178,0.1964
data_clean\train\def_front\cast_def_0_2407.jpeg,train,0,0.0001,0.7201,0.1322,0.0763
data_clean\train\def_front\cast_def_0_2409.jpeg,train,0,0.0032,0.0467,0.5920,0.5288
data_clean\train\def_front\cast_def_0_2411.jpeg,train,0,1.0000,0.0891,0.0357,0.7832
data_clean\train\def_front\cast_def_0_2415.jpeg,train,0,0.1307,0.4554,0.8621,0.1952
data_clean\train\def_front\cast_def_0_2425.jpeg,train,0,0.0012,0.9974,0.0007,0.0671
data_clean\train\def_front\cast_def_0_2426.jpeg,train,0,0.0021,0.1023,0.5090,0.3193
data_clean\train\def_front\cast_def_0_2431.jpeg,train,0,0.9962,0.0895,0.1573,0.3672
data_clean\train\def_front\cast_def_0_2432.jpeg,train,0,0.0002,0.9960,0.0006,0.0619
data_clean\train\def_front\cast_def_0_2433.jpeg,train,0,0.0002,0.0073,0.7418,0.2594
data_clean\train\def_front\cast_def_0_2434.jpeg,train,0,0.9992,0.7831,0.9535,0.8783
data_clean\train\def_front\cast_def_0_2435.jpeg,train,0,0.0039,0.1945,0.9271,0.1790
data_clean\train\def_front\cast_def_0_2437.jpeg,train,0,0.9999,0.0864,0.0018,0.9587
data_clean\train\def_front\cast_def_0_2441.jpeg,train,0,0.0018,0.9979,0.0003,0.0754
data_clean\train\def_front\cast_def_0_2457.jpeg,train,0,0.0076,0.1075,0.3911,0.1922
data_clean\train\def_front\cast_def_0_2460.jpeg,train,0,0.9996,0.6044,0.8964,0.8538
data_clean\train\def_front\cast_def_0_2467.jpeg,train,0,0.0006,0.0494,0.5866,0.2166
data_clean\train\def_front\cast_def_0_2469.jpeg,train,0,0.0010,0.0200,0.8230,0.1313
data_clean\train\def_front\cast_def_0_2470.jpeg,train,0,0.0040,0.0580,0.7728,0.1135
data_clean\train\def_front\cast_def_0_2471.jpeg,train,0,1.0000,0.0846,0.0058,0.9139
data_clean\train\def_front\cast_def_0_2474.jpeg,train,0,0.0000,0.3843,0.8857,0.0091
data_clean\train\def_front\cast_def_0_2478.jpeg,train,1,0.0068,0.0009,0.0054,0.9932
data_clean\train\def_front\cast_def_0_2482.jpeg,train,0,0.0008,0.0211,0.6537,0.2109
data_clean\train\def_front\cast_def_0_2489.jpeg,train,1,0.0000,0.4775,0.8250,0.0089
data_clean\train\def_front\cast_def_0_2490.jpeg,train,0,0.0007,0.0112,0.5245,0.3885
data_clean\train\def_front\cast_def_0_2491.jpeg,train,0,0.0006,0.0356,0.6569,0.1919
data_clean\train\def_front\cast_def_0_2499.jpeg,train,0,0.0002,0.0809,0.0092,0.8253
data_clean\train\def_front\cast_def_0_25.jpeg,train,0,0.0000,0.6603,0.9130,0.0036
data_clean\train\def_front\cast_def_0_2500.jpeg,train,0,1.0000,0.1650,0.1022,0.7752
data_clean\train\def_front\cast_def_0_2501.jpeg,train,0,0.9995,0.1254,0.0349,0.5736
data_clean\train\def_front\cast_def_0_2504.jpeg,train,0,0.0003,0.0353,0.9335,0.0461
data_clean\train\def_front\cast_def_0_2505.jpeg,train,0,0.0007,0.0387,0.7760,0.2201
data_clean\train\def_front\cast_def_0_2506.jpeg,train,0,0.9999,0.0884,0.0016,0.9492
data_clean\train\def_front\cast_def_0_2518.jpeg,train,0,0.0541,0.2902,0.8176,0.1477
data_clean\train\def_front\cast_def_0_2519.jpeg,train,0,0.0249,0.1342,0.2411,0.3518
data_clean\train\def_front\cast_def_0_2522.jpeg,train,0,0.0006,0.0130,0.7441,0.1854
data_clean\train\def_front\cast_def_0_2523.jpeg,train,0,0.0036,0.1290,0.6602,0.0908
data_clean\train\def_front\cast_def_0_2526.jpeg,train,0,0.0001,0.9990,0.0005,0.0140
data_clean\train\def_front\cast_def_0_2527.jpeg,train,0,0.9998,0.2790,0.0290,0.8165
data_clean\train\def_front\cast_def_0_2529.jpeg,train,0,0.0005,0.0481,0.7556,0.0962
data_clean\train\def_front\cast_def_0_2531.jpeg,train,0,0.0007,0.1993,0.8063,0.0291
data_clean\train\def_front\cast_def_0_2535.jpeg,train,0,0.0006,0.1266,0.6197,0.2016
data_clean\train\def_front\cast_def_0_2538.jpeg,train,0,0.9996,0.6464,0.9145,0.8942
data_clean\train\def_front\cast_def_0_2542.jpeg,train,0,0.0003,0.0991,0.8503,0.0959
data_clean\train\def_front\cast_def_0_2546.jpeg,train,0,0.9999,0.1710,0.0583,0.6606
data_clean\train\def_front\cast_def_0_2548.jpeg,train,0,0.0002,0.9802,0.0078,0.0257
data_clean\train\def_front\cast_def_0_2551.jpeg,train,0,0.0058,0.2659,0.0020,0.9047
data_clean\train\def_front\cast_def_0_2552.jpeg,train,0,0.9999,0.4181,0.3913,0.3722
data_clean\train\def_front\cast_def_0_2556.jpeg,train,0,0.9899,0.0866,0.1969,0.5707
data_clean\train\def_front\cast_def_0_2557.jpeg,train,0,0.0323,0.3771,0.8501,0.1258
data_clean\train\def_front\cast_def_0_2558.jpeg,train,1,0.0008,0.9907,0.0050,0.0430
data_clean\train\def_front\cast_def_0_2569.jpeg,train,0,0.0005,0.9824,0.0115,0.0222
data_clean\train\def_front\cast_def_0_2571.jpeg,train,0,1.0000,0.1017,0.0244,0.8772
data_clean\train\def_front\cast_def_0_2572.jpeg,train,0,0.0000,0.5074,0.8786,0.0057
data_clean\train\def_front\cast_def_0_2574.jpeg,train,0,0.9998,0.1849,0.0531,0.6537
data_clean\train\def_front\cast_def_0_2578.jpeg,train,0,0.9985,0.4355,0.0026,0.9315
data_clean\train\def_front\cast_def_0_2588.jpeg,train,0,0.0013,0.9779,0.0001,0.5063
data_clean\train\def_front\cast_def_0_2589.jpeg,train,0,0.0004,0.9918,0.0035,0.0265
data_clean\train\def_front\cast_def_0_2595.jpeg,train,0,0.0000,0.4446,0.9473,0.0034
data_clean\train\def_front\cast_def_0_2596.jpeg,train,0,0.0022,0.0512,0.0038,0.9587
data_clean\train\def_front\cast_def_0_2597.jpeg,train,0,0.1078,0.4108,0.7653,0.2662
data_clean\train\def_front\cast_def_0_2598.jpeg,train,0,0.0005,0.0999,0.4407,0.0793
data_clean\train\def_front\cast_def_0_2599.jpeg,train,0,0.0064,0.2061,0.0019,0.9537
data_clean\train\def_front\cast_def_0_26.jpeg,train,0,0.9999,0.4896,0.5995,0.4882
data_clean\train\def_front\cast_def_0_2603.jpeg,train,0,1.0000,0.1918,0.0471,0.6654
data_clean\train\def_front\cast_def_0_2604.jpeg,train,0,0.0003,0.0068,0.7115,0.2846
data_clean\train\def_front\cast_def_0_2605.jpeg,train,0,0.0002,0.9919,0.0066,0.0276
data_clean\train\def_front\cast_def_0_2608.jpeg,train,0,0.0905,0.3983,0.8259,0.3231
data_clean\train\def_front\cast_def_0_2609.jpeg,train,0,0.0024,0.0003,0.1316,0.8993
data_clean\train\def_front\cast_def_0_2611.jpeg,train,0,1.0000,0.0933,0.0089,0.9297
data_clean\train\def_front\cast_def_0_2612.jpeg,train,0,1.0000,0.3567,0.4294,0.4086
data_clean\train\def_front\cast_def_0_2615.jpeg,train,0,0.0341,0.0352,0.5373,0.7327
data_clean\train\def_front\cast_def_0_2617.jpeg,train,0,0.0161,0.2268,0.8551,0.3481
data_clean\train\def_front\cast_def_0_2621.jpeg,train,0,0.0025,0.0309,0.0065,0.9418
data_clean\train\def_front\cast_def_0_2624.jpeg,train,0,0.0009,0.1136,0.8592,0.1040
data_clean\train\def_front\cast_def_0_2625.jpeg,train,0,0.9982,0.1848,0.0461,0.8185
data_clean\train\def_front\cast_def_0_2626.jpeg,train,0,0.0003,0.0118,0.0528,0.8466
data_clean\train\def_front\cast_def_0_2628.jpeg,train,0,0.9998,0.1595,0.0029,0.9129
data_clean\train\def_front\cast_def_0_2630.jpeg,train,0,0.0001,0.0267,0.7147,0.1186
data_clean\train\def_front\cast_def_0_2632.jpeg,train,0,0.9997,0.0826,0.0052,0.8370
data_clean\train\def_front\cast_def_0_2634.jpeg,train,0,1.0000,0.0482,0.0267,0.4666
data_clean\train\def_front\cast_def_0_2635.jpeg,train,0,0.0015,0.1641,0.3504,0.2385
data_clean\train\def_front\cast_def_0_2641.jpeg,train,0,0.0013,0.9976,0.0002,0.0802
data_clean\train\def_front\cast_def_0_2643.jpeg,train,0,0.0000,0.1786,0.9055,0.0063
data_clean\train\def_front\cast_def_0_2646.jpeg,train,0,0.0431,0.0890,0.2622,0.4205
data_clean\train\def_front\cast_def_0_2648.jpeg,train,0,0.0016,0.1183,0.4128,0.3005
data_clean\train\def_front\cast_def_0_2652.jpeg,train,0,0.0011,0.9882,0.0008,0.0735
data_clean\train\def_front\cast_def_0_2656.jpeg,train,0,0.1588,0.3900,0.8023,0.2721
data_clean\train\def_front\cast_def_0_2657.jpeg,train,0,0.0000,0.5871,0.8075,0.0037
data_clean\train\def_front\cast_def_0_2659.jpeg,train,0,0.9999,0.1492,0.0762,0.6878
data_clean\train\def_front\cast_def_0_2663.jpeg,train,0,1.0000,0.0468,0.0170,0.3646
data_clean\train\def_front\cast_def_0_2664.jpeg,train,0,0.0038,0.9426,0.0011,0.4773
data_clean\train\def_front\cast_def_0_2670.jpeg,train,0,1.0000,0.2999,0.4483,0.4695
